pays,code_pays,annee,produit,code_produit,nature,dispo_int,production,importation,exportation,variation_stock
Azerbaïdjan,52,2012,Boissons Alcooliques,2658,végétal,76.0,78.0,2.0,5.0,
Azerbaïdjan,52,2012,"Alcool, non Comestible",2659,végétal,1.0,,1.0,0.0,0.0
Azerbaïdjan,52,2012,Aliments pour enfants,2680,végétal,2.0,,2.0,0.0,
Azerbaïdjan,52,2012,Viande de Bovins,2731,animal,121.0,118.0,6.0,3.0,0.0
Azerbaïdjan,52,2012,Viande d'Ovins/Caprins,2732,animal,70.0,70.0,0.0,,
Azerbaïdjan,52,2012,Viande de Suides,2733,animal,3.0,1.0,2.0,0.0,
Azerbaïdjan,52,2012,Viande de Volailles,2734,animal,99.0,87.0,13.0,0.0,0.0
Azerbaïdjan,52,2012,"Viande, Autre",2735,animal,0.0,,0.0,0.0,
Azerbaïdjan,52,2012,Abats Comestible,2736,animal,34.0,34.0,0.0,0.0,
Azerbaïdjan,52,2012,Graisses Animales Crue,2737,animal,2.0,9.0,11.0,18.0,0.0
Azerbaïdjan,52,2012,"Beurre, Ghee",2740,animal,33.0,22.0,11.0,0.0,
Azerbaïdjan,52,2012,Crème,2743,animal,0.0,,0.0,0.0,
Azerbaïdjan,52,2012,Oeufs,2744,animal,77.0,74.0,3.0,0.0,0.0
Azerbaïdjan,52,2012,Miel,2745,végétal,2.0,2.0,0.0,,
Azerbaïdjan,52,2012,Poissons Eau Douce,2761,animal,2.0,1.0,0.0,0.0,
Azerbaïdjan,52,2012,Perciform,2762,animal,1.0,0.0,1.0,0.0,0.0
Azerbaïdjan,52,2012,Poissons Pelagiques,2763,animal,17.0,,17.0,0.0,0.0
Azerbaïdjan,52,2012,"Poissons Marins, Autres",2764,animal,0.0,,0.0,0.0,0.0
Azerbaïdjan,52,2012,Crustacés,2765,animal,0.0,0.0,0.0,0.0,
Azerbaïdjan,52,2012,Cephalopodes,2766,animal,0.0,,0.0,,
Azerbaïdjan,52,2012,"Mollusques, Autres",2767,animal,0.0,,0.0,,
Azerbaïdjan,52,2012,Animaux Aquatiques Autre,2769,animal,0.0,,0.0,,
Azerbaïdjan,52,2012,Plantes Aquatiques,2775,animal,0.0,,0.0,,
Azerbaïdjan,52,2012,Huiles de Poissons,2781,animal,0.0,0.0,,0.0,
Azerbaïdjan,52,2012,Riz (Eq Blanchi),2805,végétal,19.0,3.0,16.0,0.0,
Azerbaïdjan,52,2012,Lait - Excl Beurre,2848,animal,1787.0,1696.0,91.0,0.0,
Azerbaïdjan,52,2013,Blé,2511,végétal,3484.0,1893.0,1589.0,5.0,6.0
Azerbaïdjan,52,2013,Orge,2513,végétal,822.0,799.0,18.0,0.0,5.0
Azerbaïdjan,52,2013,Maïs,2514,végétal,372.0,208.0,142.0,,22.0
Azerbaïdjan,52,2013,Seigle,2515,végétal,2.0,0.0,2.0,,
Azerbaïdjan,52,2013,Avoine,2516,végétal,5.0,3.0,2.0,,0.0
Azerbaïdjan,52,2013,Millet,2517,végétal,0.0,0.0,0.0,,
Azerbaïdjan,52,2013,Sorgho,2518,végétal,0.0,0.0,,,
Azerbaïdjan,52,2013,"Céréales, Autres",2520,végétal,10.0,,10.0,0.0,
Azerbaïdjan,52,2013,Pommes de Terre,2531,végétal,1012.0,993.0,73.0,54.0,0.0
Azerbaïdjan,52,2013,Manioc,2532,végétal,0.0,,0.0,,
Azerbaïdjan,52,2013,"Racines, Nda",2534,végétal,0.0,,0.0,,
Azerbaïdjan,52,2013,"Sucre, betterave",2537,végétal,188.0,188.0,,0.0,0.0
Azerbaïdjan,52,2013,Sucre Eq Brut,2542,végétal,162.0,19.0,412.0,271.0,3.0
Azerbaïdjan,52,2013,Edulcorants Autres,2543,végétal,9.0,,10.0,1.0,
Azerbaïdjan,52,2013,Haricots,2546,végétal,12.0,10.0,2.0,0.0,
Azerbaïdjan,52,2013,Pois,2547,végétal,12.0,10.0,2.0,0.0,
Azerbaïdjan,52,2013,Légumineuses Autres,2549,végétal,8.0,4.0,4.0,0.0,
Azerbaïdjan,52,2013,Noix,2551,végétal,29.0,46.0,5.0,22.0,0.0
Azerbaïdjan,52,2013,Soja,2555,végétal,12.0,0.0,12.0,,
Azerbaïdjan,52,2013,Arachides Decortiquees,2556,végétal,2.0,,2.0,0.0,
Azerbaïdjan,52,2013,Graines de tournesol,2557,végétal,33.0,18.0,16.0,0.0,0.0
Azerbaïdjan,52,2013,Graines Colza/Moutarde,2558,végétal,0.0,,0.0,0.0,0.0
Azerbaïdjan,52,2013,Graines de coton,2559,végétal,43.0,43.0,0.0,0.0,0.0
Azerbaïdjan,52,2013,Coco (Incl Coprah),2560,végétal,0.0,,0.0,0.0,
Azerbaïdjan,52,2013,Sésame,2561,végétal,0.0,,0.0,,
Azerbaïdjan,52,2013,Palmistes,2562,végétal,0.0,,,0.0,
Azerbaïdjan,52,2013,Olives,2563,végétal,2.0,1.0,1.0,0.0,0.0
Azerbaïdjan,52,2013,"Plantes Oleiferes, Autre",2570,végétal,20.0,20.0,0.0,0.0,
Azerbaïdjan,52,2013,Huile de Soja,2571,végétal,3.0,,1.0,0.0,2.0
Azerbaïdjan,52,2013,Huile de Tournesol,2573,végétal,13.0,9.0,36.0,35.0,3.0
Azerbaïdjan,52,2013,Huile de Colza&Moutarde,2574,végétal,0.0,,0.0,,
Azerbaïdjan,52,2013,Huile Graines de Coton,2575,végétal,5.0,2.0,0.0,0.0,3.0
Azerbaïdjan,52,2013,Huile de Palmistes,2576,végétal,0.0,,0.0,,
Azerbaïdjan,52,2013,Huile de Palme,2577,végétal,46.0,,46.0,0.0,
Azerbaïdjan,52,2013,Huile de Coco,2578,végétal,0.0,,0.0,,
Azerbaïdjan,52,2013,Huile de Sésame,2579,végétal,0.0,,0.0,0.0,
Azerbaïdjan,52,2013,Huile d'Olive,2580,végétal,2.0,1.0,1.0,0.0,0.0
Azerbaïdjan,52,2013,Huile de Germe de Maïs,2582,végétal,1.0,3.0,24.0,26.0,0.0
Azerbaïdjan,52,2013,Huil Plantes Oleif Autr,2586,végétal,3.0,2.0,0.0,0.0,0.0
Azerbaïdjan,52,2013,Tomates,2601,végétal,454.0,501.0,1.0,47.0,0.0
Azerbaïdjan,52,2013,Oignons,2602,végétal,161.0,158.0,7.0,3.0,0.0
Azerbaïdjan,52,2013,"Légumes, Autres",2605,végétal,1030.0,1011.0,28.0,18.0,8.0
Azerbaïdjan,52,2013,"Oranges, Mandarines",2611,végétal,37.0,32.0,6.0,1.0,0.0
Azerbaïdjan,52,2013,Citrons & Limes,2612,végétal,5.0,4.0,1.0,0.0,
Azerbaïdjan,52,2013,Pamplemousse,2613,végétal,1.0,,1.0,0.0,0.0
Azerbaïdjan,52,2013,"Agrumes, Autres",2614,végétal,4.0,4.0,0.0,0.0,
Azerbaïdjan,52,2013,Bananes,2615,végétal,9.0,,9.0,,
Azerbaïdjan,52,2013,Bananes plantains,2616,végétal,0.0,,0.0,,
Azerbaïdjan,52,2013,Pommes,2617,végétal,203.0,247.0,1.0,45.0,
Azerbaïdjan,52,2013,Ananas,2618,végétal,1.0,,1.0,0.0,0.0
Azerbaïdjan,52,2013,Dattes,2619,végétal,1.0,,1.0,0.0,0.0
Azerbaïdjan,52,2013,Raisin,2620,végétal,162.0,154.0,9.0,2.0,
Azerbaïdjan,52,2013,"Fruits, Autres",2625,végétal,399.0,521.0,21.0,142.0,0.0
Azerbaïdjan,52,2013,Café,2630,végétal,3.0,,3.0,0.0,
Azerbaïdjan,52,2013,Feve de Cacao,2633,végétal,12.0,,14.0,3.0,
Azerbaïdjan,52,2013,Thé,2635,végétal,2.0,1.0,9.0,8.0,
Azerbaïdjan,52,2013,Poivre,2640,végétal,0.0,,0.0,,
Azerbaïdjan,52,2013,Piments,2641,végétal,0.0,,0.0,0.0,
Azerbaïdjan,52,2013,Girofles,2642,végétal,0.0,,0.0,,
Azerbaïdjan,52,2013,"Épices, Autres",2645,végétal,1.0,1.0,1.0,0.0,
Azerbaïdjan,52,2013,Vin,2655,végétal,2.0,8.0,0.0,6.0,0.0
Azerbaïdjan,52,2013,Bière,2656,végétal,522.0,522.0,1.0,0.0,
Azerbaïdjan,52,2013,Boissons Fermentés,2657,végétal,0.0,0.0,0.0,0.0,
Azerbaïdjan,52,2013,Boissons Alcooliques,2658,végétal,92.0,98.0,3.0,8.0,
Azerbaïdjan,52,2013,"Alcool, non Comestible",2659,végétal,0.0,,0.0,0.0,0.0
Azerbaïdjan,52,2013,Aliments pour enfants,2680,végétal,3.0,,3.0,0.0,
Azerbaïdjan,52,2013,Viande de Bovins,2731,animal,125.0,121.0,7.0,2.0,0.0
Azerbaïdjan,52,2013,Viande d'Ovins/Caprins,2732,animal,71.0,71.0,0.0,,
Azerbaïdjan,52,2013,Viande de Suides,2733,animal,2.0,1.0,2.0,0.0,
Azerbaïdjan,52,2013,Viande de Volailles,2734,animal,99.0,94.0,5.0,0.0,0.0
Azerbaïdjan,52,2013,"Viande, Autre",2735,animal,1.0,,1.0,0.0,
Azerbaïdjan,52,2013,Abats Comestible,2736,animal,35.0,35.0,0.0,0.0,
Azerbaïdjan,52,2013,Graisses Animales Crue,2737,animal,0.0,9.0,8.0,20.0,3.0
Azerbaïdjan,52,2013,"Beurre, Ghee",2740,animal,30.0,22.0,8.0,0.0,
Azerbaïdjan,52,2013,Crème,2743,animal,0.0,,0.0,0.0,
Azerbaïdjan,52,2013,Oeufs,2744,animal,90.0,84.0,6.0,0.0,0.0
Azerbaïdjan,52,2013,Miel,2745,végétal,3.0,2.0,0.0,,
Azerbaïdjan,52,2013,Poissons Eau Douce,2761,animal,2.0,1.0,0.0,0.0,
Azerbaïdjan,52,2013,Perciform,2762,animal,1.0,0.0,1.0,0.0,0.0
Azerbaïdjan,52,2013,Poissons Pelagiques,2763,animal,17.0,,17.0,0.0,0.0
Azerbaïdjan,52,2013,"Poissons Marins, Autres",2764,animal,0.0,,0.0,0.0,0.0
Azerbaïdjan,52,2013,Crustacés,2765,animal,0.0,0.0,0.0,0.0,
Azerbaïdjan,52,2013,Cephalopodes,2766,animal,0.0,,0.0,,
Azerbaïdjan,52,2013,"Mollusques, Autres",2767,animal,0.0,,0.0,,
Azerbaïdjan,52,2013,Animaux Aquatiques Autre,2769,animal,0.0,,0.0,,
Azerbaïdjan,52,2013,Plantes Aquatiques,2775,animal,0.0,,0.0,,
Azerbaïdjan,52,2013,Huiles de Poissons,2781,animal,0.0,0.0,,0.0,
Azerbaïdjan,52,2013,Riz (Eq Blanchi),2805,végétal,21.0,3.0,18.0,0.0,
Azerbaïdjan,52,2013,Lait - Excl Beurre,2848,animal,1944.0,1797.0,148.0,1.0,
Bénin,53,2012,Blé,2511,végétal,136.0,,153.0,18.0,0.0
Bénin,53,2012,Orge,2513,végétal,15.0,,15.0,0.0,0.0
Bénin,53,2012,Maïs,2514,végétal,1157.0,1175.0,1.0,19.0,0.0
Bénin,53,2012,Avoine,2516,végétal,0.0,,0.0,,
Bénin,53,2012,Millet,2517,végétal,31.0,31.0,0.0,0.0,0.0
Bénin,53,2012,Sorgho,2518,végétal,108.0,108.0,0.0,0.0,0.0
Bénin,53,2012,"Céréales, Autres",2520,végétal,1.0,1.0,0.0,1.0,1.0
Bénin,53,2012,Pommes de Terre,2531,végétal,3.0,0.0,3.0,0.0,
Bénin,53,2012,Manioc,2532,végétal,3295.0,3296.0,0.0,0.0,
Bénin,53,2012,Patates douces,2533,végétal,70.0,70.0,,0.0,
Bénin,53,2012,"Racines, Nda",2534,végétal,3.0,4.0,0.0,0.0,
Bénin,53,2012,Ignames,2535,végétal,2739.0,2739.0,0.0,0.0,0.0
Bénin,53,2012,"Sucre, canne",2536,végétal,50.0,50.0,,,
Bénin,53,2012,Sucre Eq Brut,2542,végétal,59.0,5.0,65.0,16.0,5.0
Bénin,53,2012,Edulcorants Autres,2543,végétal,4.0,,4.0,0.0,
Bénin,53,2012,Haricots,2546,végétal,93.0,93.0,0.0,0.0,0.0
Bénin,53,2012,Pois,2547,végétal,0.0,,0.0,,
Bénin,53,2012,Légumineuses Autres,2549,végétal,42.0,42.0,0.0,0.0,
Bénin,53,2012,Noix,2551,végétal,77.0,186.0,0.0,113.0,5.0
Bénin,53,2012,Soja,2555,végétal,15.0,15.0,0.0,0.0,
Bénin,53,2012,Arachides Decortiquees,2556,végétal,85.0,85.0,0.0,0.0,0.0
Bénin,53,2012,Graines de tournesol,2557,végétal,0.0,,0.0,,
Bénin,53,2012,Graines Colza/Moutarde,2558,végétal,0.0,,0.0,,
Bénin,53,2012,Graines de coton,2559,végétal,149.0,149.0,0.0,0.0,0.0
Bénin,53,2012,Coco (Incl Coprah),2560,végétal,21.0,19.0,2.0,0.0,
Bénin,53,2012,Sésame,2561,végétal,11.0,10.0,1.0,0.0,
Bénin,53,2012,Palmistes,2562,végétal,52.0,53.0,1.0,2.0,0.0
Bénin,53,2012,Olives,2563,végétal,0.0,,0.0,,
Bénin,53,2012,"Plantes Oleiferes, Autre",2570,végétal,13.0,15.0,0.0,4.0,1.0
Bénin,53,2012,Huile de Soja,2571,végétal,2.0,3.0,0.0,1.0,
Bénin,53,2012,Huile d'Arachide,2572,végétal,17.0,9.0,8.0,0.0,0.0
Bénin,53,2012,Huile de Tournesol,2573,végétal,0.0,,0.0,0.0,0.0
Bénin,53,2012,Huile de Colza&Moutarde,2574,végétal,0.0,,0.0,0.0,
Bénin,53,2012,Huile Graines de Coton,2575,végétal,9.0,14.0,2.0,7.0,0.0
Bénin,53,2012,Huile de Palmistes,2576,végétal,3.0,7.0,0.0,4.0,0.0
Bénin,53,2012,Huile de Palme,2577,végétal,84.0,53.0,88.0,2.0,-55.0
Bénin,53,2012,Huile de Coco,2578,végétal,2.0,2.0,0.0,0.0,
Bénin,53,2012,Huile de Sésame,2579,végétal,0.0,,0.0,,
Bénin,53,2012,Huile d'Olive,2580,végétal,0.0,,0.0,0.0,
Bénin,53,2012,Huile de Germe de Maïs,2582,végétal,0.0,,0.0,,
Bénin,53,2012,Huil Plantes Oleif Autr,2586,végétal,26.0,2.0,24.0,3.0,3.0
Bénin,53,2012,Tomates,2601,végétal,297.0,245.0,52.0,0.0,
Bénin,53,2012,Oignons,2602,végétal,55.0,40.0,15.0,0.0,
Bénin,53,2012,"Légumes, Autres",2605,végétal,211.0,208.0,3.0,0.0,
Bénin,53,2012,"Oranges, Mandarines",2611,végétal,15.0,14.0,1.0,0.0,
Bénin,53,2012,Citrons & Limes,2612,végétal,1.0,,1.0,0.0,
Bénin,53,2012,Pamplemousse,2613,végétal,0.0,,0.0,0.0,
Bénin,53,2012,"Agrumes, Autres",2614,végétal,0.0,,0.0,,
Bénin,53,2012,Bananes,2615,végétal,19.0,19.0,1.0,0.0,
Bénin,53,2012,Pommes,2617,végétal,24.0,,24.0,0.0,
Bénin,53,2012,Ananas,2618,végétal,375.0,376.0,0.0,1.0,0.0
Bénin,53,2012,Dattes,2619,végétal,1.0,1.0,0.0,0.0,
Bénin,53,2012,Raisin,2620,végétal,2.0,,2.0,0.0,0.0
Bénin,53,2012,"Fruits, Autres",2625,végétal,149.0,145.0,5.0,0.0,0.0
Bénin,53,2012,Café,2630,végétal,1.0,0.0,1.0,0.0,0.0
Bénin,53,2012,Feve de Cacao,2633,végétal,1.0,0.0,1.0,0.0,
Bénin,53,2012,Thé,2635,végétal,0.0,,0.0,,
Bénin,53,2012,Poivre,2640,végétal,0.0,0.0,0.0,0.0,
Bénin,53,2012,Piments,2641,végétal,68.0,68.0,0.0,0.0,
Bénin,53,2012,"Épices, Autres",2645,végétal,0.0,,0.0,0.0,0.0
Bénin,53,2012,Vin,2655,végétal,7.0,,7.0,0.0,
Bénin,53,2012,Bière,2656,végétal,106.0,96.0,10.0,0.0,0.0
Bénin,53,2012,Boissons Fermentés,2657,végétal,23.0,23.0,1.0,0.0,
Bénin,53,2012,Boissons Alcooliques,2658,végétal,2.0,,2.0,0.0,
Bénin,53,2012,"Alcool, non Comestible",2659,végétal,1.0,,1.0,0.0,0.0
Bénin,53,2012,Aliments pour enfants,2680,végétal,1.0,,1.0,0.0,
Bénin,53,2012,Viande de Bovins,2731,animal,31.0,31.0,1.0,0.0,0.0
Bénin,53,2012,Viande d'Ovins/Caprins,2732,animal,9.0,9.0,0.0,,
Bénin,53,2012,Viande de Suides,2733,animal,10.0,5.0,5.0,0.0,
Bénin,53,2012,Viande de Volailles,2734,animal,201.0,21.0,180.0,0.0,
Bénin,53,2012,"Viande, Autre",2735,animal,9.0,8.0,0.0,0.0,
Bénin,53,2012,Abats Comestible,2736,animal,9.0,9.0,1.0,0.0,
Bénin,53,2012,Graisses Animales Crue,2737,animal,2.0,2.0,0.0,0.0,0.0
Bénin,53,2012,"Beurre, Ghee",2740,animal,-1.0,,0.0,1.0,
Bénin,53,2012,Crème,2743,animal,0.0,,0.0,,
Bénin,53,2012,Oeufs,2744,animal,12.0,12.0,0.0,,
Bénin,53,2012,Miel,2745,végétal,0.0,,0.0,0.0,0.0
Bénin,53,2012,Poissons Eau Douce,2761,animal,26.0,25.0,1.0,0.0,0.0
Bénin,53,2012,Perciform,2762,animal,7.0,7.0,0.0,0.0,
Bénin,53,2012,Poissons Pelagiques,2763,animal,19.0,6.0,13.0,0.0,
Bénin,53,2012,"Poissons Marins, Autres",2764,animal,80.0,1.0,80.0,1.0,
Bénin,53,2012,Crustacés,2765,animal,2.0,2.0,0.0,0.0,
Bénin,53,2012,Cephalopodes,2766,animal,0.0,0.0,,0.0,
Bénin,53,2012,"Mollusques, Autres",2767,animal,0.0,,0.0,,
Bénin,53,2012,Animaux Aquatiques Autre,2769,animal,0.0,0.0,,,
Bénin,53,2012,Plantes Aquatiques,2775,animal,0.0,,0.0,,
Bénin,53,2012,Huiles de Foie de Poisso,2782,animal,0.0,,0.0,,
Bénin,53,2012,Riz (Eq Blanchi),2805,végétal,671.0,146.0,556.0,31.0,0.0
Bénin,53,2012,Lait - Excl Beurre,2848,animal,87.0,42.0,46.0,0.0,
Bénin,53,2013,Blé,2511,végétal,138.0,,155.0,17.0,0.0
Bénin,53,2013,Orge,2513,végétal,17.0,,17.0,0.0,0.0
Bénin,53,2013,Maïs,2514,végétal,1266.0,1346.0,1.0,6.0,-75.0
Bénin,53,2013,Avoine,2516,végétal,0.0,,0.0,,
Bénin,53,2013,Millet,2517,végétal,23.0,23.0,0.0,0.0,0.0
Bénin,53,2013,Sorgho,2518,végétal,115.0,115.0,0.0,0.0,0.0
Bénin,53,2013,"Céréales, Autres",2520,végétal,2.0,1.0,0.0,0.0,1.0
Bénin,53,2013,Pommes de Terre,2531,végétal,1.0,0.0,1.0,0.0,
Bénin,53,2013,Manioc,2532,végétal,3694.0,3696.0,0.0,2.0,
Bénin,53,2013,Patates douces,2533,végétal,65.0,65.0,,0.0,
Bénin,53,2013,"Racines, Nda",2534,végétal,1.0,1.0,0.0,0.0,
Bénin,53,2013,Ignames,2535,végétal,3177.0,3177.0,0.0,0.0,0.0
Bénin,53,2013,"Sucre, canne",2536,végétal,52.0,52.0,,,
Bénin,53,2013,Sucre Eq Brut,2542,végétal,74.0,5.0,76.0,17.0,10.0
Bénin,53,2013,Edulcorants Autres,2543,végétal,7.0,,7.0,0.0,
Bénin,53,2013,Haricots,2546,végétal,94.0,93.0,0.0,0.0,0.0
Bénin,53,2013,Pois,2547,végétal,0.0,,0.0,,
Bénin,53,2013,Légumineuses Autres,2549,végétal,42.0,42.0,0.0,0.0,
Bénin,53,2013,Noix,2551,végétal,65.0,195.0,0.0,142.0,13.0
Bénin,53,2013,Soja,2555,végétal,14.0,16.0,0.0,2.0,
Bénin,53,2013,Arachides Decortiquees,2556,végétal,94.0,94.0,0.0,0.0,0.0
Bénin,53,2013,Graines de tournesol,2557,végétal,0.0,,0.0,,
Bénin,53,2013,Graines Colza/Moutarde,2558,végétal,1.0,,1.0,,
Bénin,53,2013,Graines de coton,2559,végétal,169.0,160.0,9.0,0.0,0.0
Bénin,53,2013,Coco (Incl Coprah),2560,végétal,21.0,19.0,2.0,0.0,
Bénin,53,2013,Sésame,2561,végétal,9.0,10.0,0.0,1.0,
Bénin,53,2013,Palmistes,2562,végétal,57.0,56.0,1.0,0.0,0.0
Bénin,53,2013,Olives,2563,végétal,0.0,,0.0,,
Bénin,53,2013,"Plantes Oleiferes, Autre",2570,végétal,11.0,16.0,2.0,9.0,1.0
Bénin,53,2013,Huile de Soja,2571,végétal,2.0,3.0,0.0,0.0,
Bénin,53,2013,Huile d'Arachide,2572,végétal,17.0,9.0,8.0,0.0,0.0
Bénin,53,2013,Huile de Tournesol,2573,végétal,0.0,,0.0,0.0,0.0
Bénin,53,2013,Huile de Colza&Moutarde,2574,végétal,0.0,,0.0,0.0,
Bénin,53,2013,Huile Graines de Coton,2575,végétal,10.0,14.0,4.0,7.0,0.0
Bénin,53,2013,Huile de Palmistes,2576,végétal,3.0,7.0,0.0,4.0,0.0
Bénin,53,2013,Huile de Palme,2577,végétal,83.0,56.0,96.0,4.0,-65.0
Bénin,53,2013,Huile de Coco,2578,végétal,2.0,2.0,0.0,0.0,
Bénin,53,2013,Huile de Sésame,2579,végétal,0.0,,0.0,,
Bénin,53,2013,Huile d'Olive,2580,végétal,-1.0,,0.0,1.0,
Bénin,53,2013,Huile de Germe de Maïs,2582,végétal,0.0,,0.0,,
Bénin,53,2013,Huil Plantes Oleif Autr,2586,végétal,42.0,2.0,42.0,2.0,0.0
Bénin,53,2013,Tomates,2601,végétal,395.0,332.0,63.0,0.0,
Bénin,53,2013,Oignons,2602,végétal,44.0,44.0,0.0,0.0,
Bénin,53,2013,"Légumes, Autres",2605,végétal,184.0,174.0,10.0,0.0,
Bénin,53,2013,"Oranges, Mandarines",2611,végétal,16.0,14.0,2.0,0.0,
Bénin,53,2013,Citrons & Limes,2612,végétal,0.0,,0.0,0.0,
Bénin,53,2013,Pamplemousse,2613,végétal,0.0,,0.0,0.0,
Bénin,53,2013,"Agrumes, Autres",2614,végétal,0.0,,0.0,,
Bénin,53,2013,Bananes,2615,végétal,19.0,18.0,1.0,0.0,
Bénin,53,2013,Pommes,2617,végétal,17.0,,17.0,0.0,
Bénin,53,2013,Ananas,2618,végétal,357.0,359.0,0.0,2.0,0.0
Bénin,53,2013,Dattes,2619,végétal,1.0,1.0,0.0,0.0,
Bénin,53,2013,Raisin,2620,végétal,1.0,,1.0,0.0,0.0
Bénin,53,2013,"Fruits, Autres",2625,végétal,152.0,147.0,6.0,0.0,0.0
Bénin,53,2013,Café,2630,végétal,0.0,0.0,0.0,0.0,0.0
Bénin,53,2013,Feve de Cacao,2633,végétal,1.0,0.0,1.0,0.0,
Bénin,53,2013,Thé,2635,végétal,0.0,,0.0,,
Bénin,53,2013,Poivre,2640,végétal,0.0,0.0,0.0,0.0,
Bénin,53,2013,Piments,2641,végétal,67.0,67.0,0.0,0.0,
Bénin,53,2013,"Épices, Autres",2645,végétal,0.0,,0.0,0.0,0.0
Bénin,53,2013,Vin,2655,végétal,4.0,,4.0,0.0,
Bénin,53,2013,Bière,2656,végétal,88.0,93.0,10.0,0.0,-15.0
Bénin,53,2013,Boissons Fermentés,2657,végétal,25.0,24.0,1.0,0.0,
Bénin,53,2013,Boissons Alcooliques,2658,végétal,3.0,,3.0,0.0,
Bénin,53,2013,"Alcool, non Comestible",2659,végétal,1.0,,1.0,0.0,0.0
Bénin,53,2013,Aliments pour enfants,2680,végétal,1.0,,1.0,0.0,
Bénin,53,2013,Viande de Bovins,2731,animal,32.0,31.0,0.0,0.0,0.0
Bénin,53,2013,Viande d'Ovins/Caprins,2732,animal,9.0,9.0,0.0,,
Bénin,53,2013,Viande de Suides,2733,animal,8.0,5.0,3.0,0.0,
Bénin,53,2013,Viande de Volailles,2734,animal,203.0,18.0,185.0,0.0,
Bénin,53,2013,"Viande, Autre",2735,animal,9.0,8.0,0.0,0.0,
Bénin,53,2013,Abats Comestible,2736,animal,9.0,9.0,0.0,0.0,
Bénin,53,2013,Graisses Animales Crue,2737,animal,2.0,2.0,0.0,0.0,0.0
Bénin,53,2013,"Beurre, Ghee",2740,animal,0.0,,0.0,0.0,
Bénin,53,2013,Crème,2743,animal,0.0,,0.0,,
Bénin,53,2013,Oeufs,2744,animal,13.0,13.0,0.0,,
Bénin,53,2013,Miel,2745,végétal,0.0,,0.0,0.0,0.0
Bénin,53,2013,Poissons Eau Douce,2761,animal,27.0,25.0,2.0,0.0,0.0
Bénin,53,2013,Perciform,2762,animal,5.0,5.0,1.0,0.0,
Bénin,53,2013,Poissons Pelagiques,2763,animal,24.0,11.0,13.0,0.0,
Bénin,53,2013,"Poissons Marins, Autres",2764,animal,88.0,1.0,88.0,0.0,
Bénin,53,2013,Crustacés,2765,animal,1.0,1.0,0.0,0.0,
Bénin,53,2013,Cephalopodes,2766,animal,0.0,0.0,,0.0,
Bénin,53,2013,"Mollusques, Autres",2767,animal,0.0,,0.0,,
Bénin,53,2013,Animaux Aquatiques Autre,2769,animal,0.0,0.0,,,
Bénin,53,2013,Plantes Aquatiques,2775,animal,0.0,,0.0,,
Bénin,53,2013,Huiles de Foie de Poisso,2782,animal,0.0,,0.0,,
Bénin,53,2013,Riz (Eq Blanchi),2805,végétal,704.0,138.0,894.0,83.0,-245.0
Bénin,53,2013,Lait - Excl Beurre,2848,animal,89.0,42.0,47.0,0.0,
Danemark,54,2012,Blé,2511,végétal,4429.0,4525.0,801.0,818.0,-79.0
Danemark,54,2012,Orge,2513,végétal,2611.0,4059.0,96.0,1258.0,-286.0
Danemark,54,2012,Maïs,2514,végétal,223.0,75.0,160.0,12.0,0.0
Danemark,54,2012,Seigle,2515,végétal,295.0,384.0,33.0,49.0,-74.0
Danemark,54,2012,Avoine,2516,végétal,289.0,303.0,48.0,30.0,-32.0
Danemark,54,2012,Millet,2517,végétal,1.0,,2.0,0.0,-1.0
Danemark,54,2012,Sorgho,2518,végétal,2.0,,2.0,0.0,
Danemark,54,2012,"Céréales, Autres",2520,végétal,137.0,140.0,36.0,44.0,5.0
Danemark,54,2012,Pommes de Terre,2531,végétal,1569.0,1664.0,241.0,303.0,-33.0
Danemark,54,2012,Manioc,2532,végétal,2.0,,2.0,0.0,0.0
Danemark,54,2012,Patates douces,2533,végétal,-5.0,,0.0,5.0,0.0
Danemark,54,2012,"Racines, Nda",2534,végétal,0.0,,0.0,0.0,0.0
Danemark,54,2012,"Sucre, canne",2536,végétal,0.0,,0.0,0.0,0.0
Danemark,54,2012,"Sucre, betterave",2537,végétal,2730.0,2649.0,0.0,0.0,81.0
Danemark,54,2012,Sucre Eq Brut,2542,végétal,248.0,450.0,101.0,323.0,20.0
Danemark,54,2012,Edulcorants Autres,2543,végétal,235.0,139.0,139.0,43.0,0.0
Danemark,54,2012,Haricots,2546,végétal,1.0,,1.0,0.0,
Danemark,54,2012,Pois,2547,végétal,20.0,18.0,11.0,7.0,-1.0
Danemark,54,2012,Légumineuses Autres,2549,végétal,12.0,9.0,6.0,2.0,0.0
Danemark,54,2012,Noix,2551,végétal,30.0,0.0,34.0,4.0,0.0
Danemark,54,2012,Soja,2555,végétal,89.0,,89.0,0.0,0.0
Danemark,54,2012,Arachides Decortiquees,2556,végétal,3.0,,7.0,4.0,0.0
Danemark,54,2012,Graines de tournesol,2557,végétal,14.0,,21.0,7.0,0.0
Danemark,54,2012,Graines Colza/Moutarde,2558,végétal,608.0,485.0,225.0,100.0,-1.0
Danemark,54,2012,Graines de coton,2559,végétal,0.0,,0.0,0.0,0.0
Danemark,54,2012,Coco (Incl Coprah),2560,végétal,9.0,,10.0,1.0,0.0
Danemark,54,2012,Sésame,2561,végétal,2.0,,2.0,0.0,0.0
Danemark,54,2012,Palmistes,2562,végétal,0.0,,0.0,0.0,0.0
