pays,code_pays,annee,produit,code_produit,nature,dispo_int,production,importation,exportation,variation_stock
Islande,99,2012,Huiles de Foie de Poisso,2782,animal,5.0,6.0,3.0,4.0,0.0
Islande,99,2012,Riz (Eq Blanchi),2805,végétal,1.0,,1.0,0.0,
Islande,99,2012,Lait - Excl Beurre,2848,animal,115.0,125.0,1.0,11.0,0.0
Islande,99,2013,Blé,2511,végétal,57.0,,57.0,0.0,0.0
Islande,99,2013,Orge,2513,végétal,14.0,,14.0,0.0,0.0
Islande,99,2013,Maïs,2514,végétal,19.0,,19.0,0.0,
Islande,99,2013,Seigle,2515,végétal,0.0,,0.0,0.0,
Islande,99,2013,Avoine,2516,végétal,2.0,,2.0,0.0,
Islande,99,2013,Millet,2517,végétal,0.0,,0.0,,
Islande,99,2013,"Céréales, Autres",2520,végétal,1.0,,1.0,,
Islande,99,2013,Pommes de Terre,2531,végétal,12.0,6.0,8.0,0.0,-2.0
Islande,99,2013,Manioc,2532,végétal,2.0,,2.0,,
Islande,99,2013,Patates douces,2533,végétal,0.0,,0.0,,
Islande,99,2013,"Racines, Nda",2534,végétal,0.0,,0.0,,
Islande,99,2013,"Sucre, betterave",2537,végétal,1.0,,1.0,,
Islande,99,2013,Sucre Eq Brut,2542,végétal,13.0,,13.0,0.0,0.0
Islande,99,2013,Edulcorants Autres,2543,végétal,10.0,8.0,2.0,0.0,0.0
Islande,99,2013,Haricots,2546,végétal,0.0,,0.0,,
Islande,99,2013,Pois,2547,végétal,0.0,,0.0,,
Islande,99,2013,Légumineuses Autres,2549,végétal,0.0,,0.0,,
Islande,99,2013,Noix,2551,végétal,1.0,,1.0,,
Islande,99,2013,Soja,2555,végétal,0.0,,0.0,,
Islande,99,2013,Arachides Decortiquees,2556,végétal,0.0,,0.0,,
Islande,99,2013,Graines de tournesol,2557,végétal,0.0,,0.0,,
Islande,99,2013,Graines Colza/Moutarde,2558,végétal,0.0,,0.0,,
Islande,99,2013,Coco (Incl Coprah),2560,végétal,0.0,,0.0,0.0,
Islande,99,2013,Sésame,2561,végétal,0.0,,0.0,,
Islande,99,2013,Olives,2563,végétal,0.0,,0.0,,
Islande,99,2013,"Plantes Oleiferes, Autre",2570,végétal,2.0,,2.0,,
Islande,99,2013,Huile de Soja,2571,végétal,3.0,,3.0,,
Islande,99,2013,Huile d'Arachide,2572,végétal,0.0,,0.0,,
Islande,99,2013,Huile de Tournesol,2573,végétal,0.0,,0.0,,
Islande,99,2013,Huile de Colza&Moutarde,2574,végétal,2.0,,2.0,,
Islande,99,2013,Huile Graines de Coton,2575,végétal,0.0,,0.0,,
Islande,99,2013,Huile de Palmistes,2576,végétal,0.0,,0.0,,
Islande,99,2013,Huile de Palme,2577,végétal,0.0,,0.0,0.0,
Islande,99,2013,Huile de Coco,2578,végétal,0.0,,0.0,,
Islande,99,2013,Huile de Sésame,2579,végétal,0.0,,0.0,,
Islande,99,2013,Huile d'Olive,2580,végétal,0.0,,0.0,,
Islande,99,2013,Huile de Germe de Maïs,2582,végétal,0.0,,0.0,,
Islande,99,2013,Huil Plantes Oleif Autr,2586,végétal,2.0,0.0,1.0,0.0,0.0
Islande,99,2013,Tomates,2601,végétal,5.0,2.0,3.0,0.0,
Islande,99,2013,Oignons,2602,végétal,2.0,,2.0,0.0,
Islande,99,2013,"Légumes, Autres",2605,végétal,17.0,3.0,14.0,0.0,0.0
Islande,99,2013,"Oranges, Mandarines",2611,végétal,12.0,,12.0,0.0,
Islande,99,2013,Citrons & Limes,2612,végétal,1.0,,1.0,,
Islande,99,2013,Pamplemousse,2613,végétal,0.0,,0.0,,
Islande,99,2013,"Agrumes, Autres",2614,végétal,0.0,,0.0,0.0,
Islande,99,2013,Bananes,2615,végétal,3.0,,3.0,0.0,
Islande,99,2013,Bananes plantains,2616,végétal,3.0,,3.0,,
Islande,99,2013,Pommes,2617,végétal,10.0,,10.0,0.0,
Islande,99,2013,Ananas,2618,végétal,1.0,,1.0,,
Islande,99,2013,Dattes,2619,végétal,0.0,,0.0,,
Islande,99,2013,Raisin,2620,végétal,3.0,,3.0,0.0,
Islande,99,2013,"Fruits, Autres",2625,végétal,10.0,0.0,10.0,0.0,
Islande,99,2013,Café,2630,végétal,3.0,,3.0,0.0,
Islande,99,2013,Feve de Cacao,2633,végétal,1.0,,2.0,0.0,
Islande,99,2013,Thé,2635,végétal,0.0,,0.0,,
Islande,99,2013,Poivre,2640,végétal,0.0,,0.0,,
Islande,99,2013,Piments,2641,végétal,0.0,,0.0,,
Islande,99,2013,Girofles,2642,végétal,0.0,,0.0,,
Islande,99,2013,"Épices, Autres",2645,végétal,0.0,,0.0,0.0,0.0
Islande,99,2013,Vin,2655,végétal,4.0,,4.0,0.0,
Islande,99,2013,Bière,2656,végétal,24.0,20.0,5.0,1.0,0.0
Islande,99,2013,Boissons Fermentés,2657,végétal,0.0,,0.0,0.0,
Islande,99,2013,Boissons Alcooliques,2658,végétal,1.0,1.0,1.0,1.0,0.0
Islande,99,2013,"Alcool, non Comestible",2659,végétal,1.0,,1.0,,
Islande,99,2013,Aliments pour enfants,2680,végétal,0.0,,0.0,,
Islande,99,2013,Viande de Bovins,2731,animal,4.0,4.0,0.0,0.0,
Islande,99,2013,Viande d'Ovins/Caprins,2732,animal,7.0,10.0,,3.0,0.0
Islande,99,2013,Viande de Suides,2733,animal,7.0,6.0,1.0,0.0,
Islande,99,2013,Viande de Volailles,2734,animal,9.0,8.0,1.0,0.0,
Islande,99,2013,"Viande, Autre",2735,animal,3.0,4.0,0.0,1.0,
Islande,99,2013,Abats Comestible,2736,animal,1.0,3.0,0.0,2.0,
Islande,99,2013,Graisses Animales Crue,2737,animal,1.0,2.0,1.0,2.0,0.0
Islande,99,2013,"Beurre, Ghee",2740,animal,2.0,2.0,0.0,0.0,0.0
Islande,99,2013,Crème,2743,animal,3.0,3.0,0.0,,
Islande,99,2013,Oeufs,2744,animal,3.0,3.0,0.0,0.0,
Islande,99,2013,Miel,2745,végétal,0.0,,0.0,,
Islande,99,2013,Poissons Eau Douce,2761,animal,2.0,7.0,1.0,6.0,
Islande,99,2013,Perciform,2762,animal,19.0,587.0,6.0,574.0,0.0
Islande,99,2013,Poissons Pelagiques,2763,animal,15.0,765.0,5.0,755.0,0.0
Islande,99,2013,"Poissons Marins, Autres",2764,animal,0.0,0.0,,,
Islande,99,2013,Crustacés,2765,animal,6.0,13.0,19.0,26.0,0.0
Islande,99,2013,Cephalopodes,2766,animal,3.0,0.0,3.0,0.0,0.0
Islande,99,2013,"Mollusques, Autres",2767,animal,0.0,0.0,0.0,0.0,0.0
Islande,99,2013,Animaux Aquatiques Autre,2769,animal,1.0,1.0,0.0,1.0,
Islande,99,2013,Plantes Aquatiques,2775,animal,13.0,17.0,0.0,4.0,
Islande,99,2013,Huiles de Poissons,2781,animal,13.0,56.0,13.0,56.0,0.0
Islande,99,2013,Huiles de Foie de Poisso,2782,animal,0.0,3.0,0.0,3.0,0.0
Islande,99,2013,Riz (Eq Blanchi),2805,végétal,1.0,,1.0,0.0,
Islande,99,2013,Lait - Excl Beurre,2848,animal,119.0,123.0,1.0,5.0,0.0
Inde,100,2012,Blé,2511,végétal,81141.0,94880.0,15.0,5040.0,-8713.0
Inde,100,2012,Orge,2513,végétal,1533.0,1620.0,41.0,120.0,-8.0
Inde,100,2012,Maïs,2514,végétal,17732.0,22260.0,9.0,4537.0,0.0
Inde,100,2012,Seigle,2515,végétal,0.0,,0.0,0.0,
Inde,100,2012,Avoine,2516,végétal,42.0,,44.0,3.0,0.0
Inde,100,2012,Millet,2517,végétal,10641.0,10750.0,0.0,109.0,0.0
Inde,100,2012,Sorgho,2518,végétal,5831.0,5980.0,0.0,149.0,
Inde,100,2012,"Céréales, Autres",2520,végétal,-43.0,,1.0,43.0,0.0
Inde,100,2012,Pommes de Terre,2531,végétal,41343.0,41483.0,23.0,164.0,
Inde,100,2012,Manioc,2532,végétal,8740.0,8747.0,10.0,17.0,0.0
Inde,100,2012,Patates douces,2533,végétal,1070.0,1073.0,0.0,3.0,
Inde,100,2012,"Racines, Nda",2534,végétal,-1.0,,0.0,1.0,
Inde,100,2012,Ignames,2535,végétal,0.0,,,0.0,
Inde,100,2012,"Sucre, canne",2536,végétal,361037.0,361037.0,0.0,0.0,
Inde,100,2012,"Sucre, betterave",2537,végétal,0.0,,0.0,0.0,
Inde,100,2012,Sucre non centrifugé,2541,végétal,6066.0,6066.0,,0.0,
Inde,100,2012,Sucre Eq Brut,2542,végétal,25586.0,28830.0,788.0,3691.0,-342.0
Inde,100,2012,Edulcorants Autres,2543,végétal,170.0,295.0,25.0,150.0,0.0
Inde,100,2012,Haricots,2546,végétal,4497.0,3710.0,789.0,2.0,
Inde,100,2012,Pois,2547,végétal,2123.0,625.0,1498.0,0.0,
Inde,100,2012,Légumineuses Autres,2549,végétal,13728.0,12369.0,1529.0,170.0,
Inde,100,2012,Noix,2551,végétal,2055.0,1446.0,1010.0,402.0,0.0
Inde,100,2012,Soja,2555,végétal,14401.0,14666.0,1.0,66.0,-200.0
Inde,100,2012,Arachides Decortiquees,2556,végétal,4603.0,3286.0,0.0,659.0,1975.0
Inde,100,2012,Graines de tournesol,2557,végétal,541.0,544.0,1.0,4.0,0.0
Inde,100,2012,Graines Colza/Moutarde,2558,végétal,6580.0,6600.0,0.0,20.0,
Inde,100,2012,Graines de coton,2559,végétal,11815.0,11817.0,0.0,2.0,
Inde,100,2012,Coco (Incl Coprah),2560,végétal,10364.0,10560.0,0.0,171.0,-25.0
Inde,100,2012,Sésame,2561,végétal,368.0,685.0,10.0,327.0,0.0
Inde,100,2012,Palmistes,2562,végétal,0.0,,0.0,0.0,
Inde,100,2012,Olives,2563,végétal,1.0,,1.0,0.0,
Inde,100,2012,"Plantes Oleiferes, Autre",2570,végétal,1740.0,2363.0,59.0,29.0,-652.0
Inde,100,2012,Huile de Soja,2571,végétal,3360.0,2262.0,1094.0,1.0,5.0
Inde,100,2012,Huile d'Arachide,2572,végétal,1583.0,1602.0,0.0,20.0,0.0
Inde,100,2012,Huile de Tournesol,2573,végétal,1239.0,183.0,1072.0,16.0,0.0
Inde,100,2012,Huile de Colza&Moutarde,2574,végétal,2149.0,2047.0,107.0,6.0,1.0
Inde,100,2012,Huile Graines de Coton,2575,végétal,1121.0,1116.0,0.0,0.0,4.0
Inde,100,2012,Huile de Palmistes,2576,végétal,163.0,,163.0,0.0,0.0
Inde,100,2012,Huile de Palme,2577,végétal,7778.0,,7844.0,71.0,4.0
Inde,100,2012,Huile de Coco,2578,végétal,388.0,392.0,1.0,8.0,3.0
Inde,100,2012,Huile de Sésame,2579,végétal,113.0,122.0,1.0,10.0,0.0
Inde,100,2012,Huile d'Olive,2580,végétal,9.0,,10.0,2.0,
Inde,100,2012,Huile de Son de Riz,2581,végétal,789.0,780.0,0.0,0.0,9.0
Inde,100,2012,Huile de Germe de Maïs,2582,végétal,4.0,5.0,0.0,1.0,0.0
Inde,100,2012,Huil Plantes Oleif Autr,2586,végétal,191.0,730.0,30.0,540.0,-29.0
Inde,100,2012,Tomates,2601,végétal,18503.0,18653.0,23.0,173.0,
Inde,100,2012,Oignons,2602,végétal,15292.0,16813.0,7.0,1528.0,
Inde,100,2012,"Légumes, Autres",2605,végétal,78009.0,78878.0,24.0,893.0,0.0
Inde,100,2012,"Oranges, Mandarines",2611,végétal,4382.0,4360.0,48.0,27.0,
Inde,100,2012,Citrons & Limes,2612,végétal,2189.0,2272.0,6.0,90.0,
Inde,100,2012,Pamplemousse,2613,végétal,322.0,323.0,1.0,1.0,
Inde,100,2012,"Agrumes, Autres",2614,végétal,967.0,967.0,3.0,8.0,5.0
Inde,100,2012,Bananes,2615,végétal,26455.0,26509.0,0.0,54.0,
Inde,100,2012,Bananes plantains,2616,végétal,0.0,,,0.0,
Inde,100,2012,Pommes,2617,végétal,2425.0,2203.0,248.0,26.0,
Inde,100,2012,Ananas,2618,végétal,1502.0,1500.0,6.0,4.0,0.0
Inde,100,2012,Dattes,2619,végétal,247.0,,247.0,0.0,
Inde,100,2012,Raisin,2620,végétal,2012.0,2221.0,30.0,247.0,8.0
Inde,100,2012,"Fruits, Autres",2625,végétal,34624.0,35135.0,61.0,572.0,0.0
Inde,100,2012,Café,2630,végétal,9.0,314.0,62.0,382.0,15.0
Inde,100,2012,Feve de Cacao,2633,végétal,66.0,13.0,61.0,11.0,3.0
Inde,100,2012,Thé,2635,végétal,926.0,1135.0,21.0,230.0,
Inde,100,2012,Poivre,2640,végétal,28.0,41.0,16.0,29.0,0.0
Inde,100,2012,Piments,2641,végétal,937.0,1304.0,2.0,369.0,
Inde,100,2012,Girofles,2642,végétal,10.0,,11.0,1.0,
Inde,100,2012,"Épices, Autres",2645,végétal,2453.0,2808.0,79.0,434.0,0.0
Inde,100,2012,Vin,2655,végétal,3.0,,4.0,1.0,0.0
Inde,100,2012,Bière,2656,végétal,507.0,539.0,6.0,37.0,
Inde,100,2012,Boissons Fermentés,2657,végétal,14.0,14.0,0.0,0.0,
Inde,100,2012,Boissons Alcooliques,2658,végétal,2832.0,2838.0,34.0,40.0,
Inde,100,2012,"Alcool, non Comestible",2659,végétal,2831.0,2973.0,34.0,176.0,
Inde,100,2012,Aliments pour enfants,2680,végétal,-4.0,,0.0,4.0,
Inde,100,2012,Viande de Bovins,2731,animal,1511.0,2549.0,0.0,1039.0,
Inde,100,2012,Viande d'Ovins/Caprins,2732,animal,743.0,755.0,0.0,12.0,
Inde,100,2012,Viande de Suides,2733,animal,358.0,357.0,2.0,0.0,
Inde,100,2012,Viande de Volailles,2734,animal,2304.0,2309.0,0.0,6.0,
Inde,100,2012,"Viande, Autre",2735,animal,179.0,180.0,0.0,1.0,
Inde,100,2012,Abats Comestible,2736,animal,495.0,530.0,0.0,35.0,
Inde,100,2012,Graisses Animales Crue,2737,animal,234.0,237.0,1.0,4.0,0.0
Inde,100,2012,"Beurre, Ghee",2740,animal,3611.0,3611.0,7.0,7.0,0.0
Inde,100,2012,Crème,2743,animal,1.0,2.0,1.0,1.0,0.0
Inde,100,2012,Oeufs,2744,animal,3577.0,3655.0,0.0,78.0,0.0
Inde,100,2012,Miel,2745,végétal,37.0,60.0,1.0,25.0,
Inde,100,2012,Poissons Eau Douce,2761,animal,4354.0,4367.0,7.0,20.0,
Inde,100,2012,Perciform,2762,animal,784.0,1012.0,0.0,228.0,0.0
Inde,100,2012,Poissons Pelagiques,2763,animal,948.0,1114.0,21.0,187.0,
Inde,100,2012,"Poissons Marins, Autres",2764,animal,487.0,622.0,19.0,154.0,0.0
Inde,100,2012,Crustacés,2765,animal,407.0,757.0,1.0,351.0,
Inde,100,2012,Cephalopodes,2766,animal,1.0,88.0,1.0,88.0,0.0
Inde,100,2012,"Mollusques, Autres",2767,animal,10.0,18.0,0.0,8.0,0.0
Inde,100,2012,Animaux Aquatiques Autre,2769,animal,0.0,6.0,0.0,5.0,0.0
Inde,100,2012,Plantes Aquatiques,2775,animal,4.0,5.0,0.0,1.0,
Inde,100,2012,Huiles de Poissons,2781,animal,0.0,20.0,0.0,19.0,
Inde,100,2012,Huiles de Foie de Poisso,2782,animal,0.0,0.0,0.0,0.0,
Inde,100,2012,Riz (Eq Blanchi),2805,végétal,94756.0,105253.0,4.0,10501.0,0.0
Inde,100,2012,Lait - Excl Beurre,2848,animal,131851.0,132431.0,166.0,745.0,0.0
Inde,100,2013,Blé,2511,végétal,86372.0,93510.0,27.0,7168.0,3.0
Inde,100,2013,Orge,2513,végétal,1226.0,1750.0,12.0,557.0,20.0
Inde,100,2013,Maïs,2514,végétal,18188.0,23290.0,17.0,5119.0,0.0
Inde,100,2013,Seigle,2515,végétal,0.0,,0.0,0.0,
Inde,100,2013,Avoine,2516,végétal,51.0,,52.0,1.0,0.0
Inde,100,2013,Millet,2517,végétal,10827.0,10910.0,0.0,83.0,0.0
Inde,100,2013,Sorgho,2518,végétal,5061.0,5280.0,0.0,219.0,
Inde,100,2013,"Céréales, Autres",2520,végétal,-62.0,,1.0,62.0,0.0
Inde,100,2013,Pommes de Terre,2531,végétal,45135.0,45344.0,24.0,233.0,
Inde,100,2013,Manioc,2532,végétal,7295.0,7237.0,79.0,21.0,0.0
Inde,100,2013,Patates douces,2533,végétal,1130.0,1132.0,0.0,2.0,
Inde,100,2013,"Racines, Nda",2534,végétal,-1.0,,0.0,1.0,
Inde,100,2013,Ignames,2535,végétal,-4.0,,,4.0,
Inde,100,2013,"Sucre, canne",2536,végétal,341200.0,341200.0,0.0,0.0,
Inde,100,2013,"Sucre, betterave",2537,végétal,0.0,,0.0,0.0,
Inde,100,2013,Sucre non centrifugé,2541,végétal,6235.0,6235.0,,0.0,
Inde,100,2013,Sucre Eq Brut,2542,végétal,26142.0,27737.0,1316.0,2138.0,-773.0
Inde,100,2013,Edulcorants Autres,2543,végétal,170.0,301.0,31.0,161.0,0.0
Inde,100,2013,Haricots,2546,végétal,4512.0,3630.0,886.0,4.0,
Inde,100,2013,Pois,2547,végétal,1830.0,600.0,1230.0,1.0,
Inde,100,2013,Légumineuses Autres,2549,végétal,15343.0,14081.0,1685.0,423.0,
Inde,100,2013,Noix,2551,végétal,1975.0,1398.0,1064.0,488.0,0.0
Inde,100,2013,Soja,2555,végétal,11118.0,11948.0,1.0,332.0,-500.0
Inde,100,2013,Arachides Decortiquees,2556,végétal,3992.0,6630.0,1.0,557.0,-2082.0
Inde,100,2013,Graines de tournesol,2557,végétal,596.0,600.0,1.0,5.0,0.0
Inde,100,2013,Graines Colza/Moutarde,2558,végétal,7785.0,7820.0,0.0,36.0,
Inde,100,2013,Graines de coton,2559,végétal,12291.0,12293.0,0.0,2.0,
Inde,100,2013,Coco (Incl Coprah),2560,végétal,11835.0,11930.0,0.0,165.0,70.0
Inde,100,2013,Sésame,2561,végétal,433.0,636.0,77.0,280.0,0.0
Inde,100,2013,Palmistes,2562,végétal,1.0,,1.0,0.0,
Inde,100,2013,Olives,2563,végétal,1.0,,1.0,0.0,
Inde,100,2013,"Plantes Oleiferes, Autre",2570,végétal,1714.0,1988.0,64.0,60.0,-279.0
Inde,100,2013,Huile de Soja,2571,végétal,2768.0,1690.0,1108.0,0.0,-29.0
Inde,100,2013,Huile d'Arachide,2572,végétal,1247.0,1250.0,0.0,3.0,0.0
Inde,100,2013,Huile de Tournesol,2573,végétal,1253.0,195.0,1072.0,14.0,0.0
Inde,100,2013,Huile de Colza&Moutarde,2574,végétal,2332.0,2305.0,42.0,15.0,0.0
Inde,100,2013,Huile Graines de Coton,2575,végétal,1037.0,1054.0,0.0,0.0,-17.0
Inde,100,2013,Huile de Palmistes,2576,végétal,309.0,,309.0,0.0,0.0
Inde,100,2013,Huile de Palme,2577,végétal,8413.0,,8568.0,143.0,-12.0
Inde,100,2013,Huile de Coco,2578,végétal,412.0,433.0,1.0,7.0,-15.0
Inde,100,2013,Huile de Sésame,2579,végétal,116.0,122.0,5.0,11.0,0.0
Inde,100,2013,Huile d'Olive,2580,végétal,12.0,,12.0,0.0,
Inde,100,2013,Huile de Son de Riz,2581,végétal,747.0,780.0,0.0,0.0,-33.0
Inde,100,2013,Huile de Germe de Maïs,2582,végétal,5.0,5.0,0.0,0.0,0.0
Inde,100,2013,Huil Plantes Oleif Autr,2586,végétal,171.0,727.0,41.0,657.0,60.0
Inde,100,2013,Tomates,2601,végétal,18018.0,18227.0,21.0,230.0,
Inde,100,2013,Oignons,2602,végétal,17840.0,19299.0,18.0,1477.0,
Inde,100,2013,"Légumes, Autres",2605,végétal,82667.0,83489.0,17.0,839.0,0.0
Inde,100,2013,"Oranges, Mandarines",2611,végétal,6445.0,6426.0,49.0,30.0,
Inde,100,2013,Citrons & Limes,2612,végétal,2439.0,2524.0,9.0,94.0,
Inde,100,2013,Pamplemousse,2613,végétal,285.0,285.0,0.0,0.0,
Inde,100,2013,"Agrumes, Autres",2614,végétal,847.0,855.0,4.0,11.0,0.0
Inde,100,2013,Bananes,2615,végétal,27538.0,27575.0,0.0,37.0,
Inde,100,2013,Bananes plantains,2616,végétal,0.0,,,0.0,
Inde,100,2013,Pommes,2617,végétal,2123.0,1915.0,250.0,42.0,
Inde,100,2013,Ananas,2618,végétal,1571.0,1571.0,4.0,3.0,0.0
Inde,100,2013,Dattes,2619,végétal,311.0,,312.0,1.0,
Inde,100,2013,Raisin,2620,végétal,2249.0,2483.0,54.0,288.0,0.0
Inde,100,2013,"Fruits, Autres",2625,végétal,38460.0,38998.0,97.0,635.0,0.0
Inde,100,2013,Café,2630,végétal,8.0,318.0,65.0,389.0,14.0
Inde,100,2013,Feve de Cacao,2633,végétal,50.0,13.0,42.0,6.0,0.0
Inde,100,2013,Thé,2635,végétal,967.0,1209.0,20.0,262.0,
Inde,100,2013,Poivre,2640,végétal,30.0,53.0,16.0,39.0,0.0
Inde,100,2013,Piments,2641,végétal,1086.0,1376.0,1.0,290.0,
Inde,100,2013,Girofles,2642,végétal,10.0,,11.0,0.0,
Inde,100,2013,"Épices, Autres",2645,végétal,2347.0,2746.0,87.0,487.0,0.0
Inde,100,2013,Vin,2655,végétal,2.0,,4.0,2.0,0.0
Inde,100,2013,Bière,2656,végétal,486.0,521.0,5.0,39.0,
Inde,100,2013,Boissons Fermentés,2657,végétal,13.0,13.0,0.0,0.0,
Inde,100,2013,Boissons Alcooliques,2658,végétal,2842.0,2862.0,30.0,50.0,
Inde,100,2013,"Alcool, non Comestible",2659,végétal,2784.0,2998.0,34.0,248.0,
Inde,100,2013,Aliments pour enfants,2680,végétal,-7.0,,0.0,7.0,
Inde,100,2013,Viande de Bovins,2731,animal,1017.0,2577.0,0.0,1559.0,
Inde,100,2013,Viande d'Ovins/Caprins,2732,animal,725.0,747.0,0.0,21.0,
Inde,100,2013,Viande de Suides,2733,animal,354.0,354.0,1.0,0.0,
Inde,100,2013,Viande de Volailles,2734,animal,2352.0,2358.0,0.0,6.0,
Inde,100,2013,"Viande, Autre",2735,animal,179.0,180.0,0.0,1.0,
Inde,100,2013,Abats Comestible,2736,animal,475.0,529.0,0.0,54.0,
Inde,100,2013,Graisses Animales Crue,2737,animal,236.0,237.0,1.0,2.0,0.0
Inde,100,2013,"Beurre, Ghee",2740,animal,3789.0,3798.0,1.0,9.0,0.0
Inde,100,2013,Crème,2743,animal,1.0,2.0,1.0,1.0,0.0
Inde,100,2013,Oeufs,2744,animal,3763.0,3835.0,0.0,73.0,0.0
Inde,100,2013,Miel,2745,végétal,31.0,61.0,0.0,30.0,
Inde,100,2013,Poissons Eau Douce,2761,animal,4354.0,4367.0,7.0,20.0,
Inde,100,2013,Perciform,2762,animal,784.0,1012.0,0.0,228.0,0.0
Inde,100,2013,Poissons Pelagiques,2763,animal,948.0,1114.0,21.0,187.0,
Inde,100,2013,"Poissons Marins, Autres",2764,animal,487.0,622.0,19.0,154.0,0.0
Inde,100,2013,Crustacés,2765,animal,407.0,757.0,1.0,351.0,
Inde,100,2013,Cephalopodes,2766,animal,1.0,88.0,1.0,88.0,0.0
Inde,100,2013,"Mollusques, Autres",2767,animal,10.0,18.0,0.0,8.0,0.0
Inde,100,2013,Animaux Aquatiques Autre,2769,animal,0.0,6.0,0.0,5.0,0.0
Inde,100,2013,Plantes Aquatiques,2775,animal,4.0,5.0,0.0,1.0,
Inde,100,2013,Huiles de Poissons,2781,animal,0.0,20.0,0.0,19.0,
Inde,100,2013,Huiles de Foie de Poisso,2782,animal,0.0,0.0,0.0,0.0,
Inde,100,2013,Riz (Eq Blanchi),2805,végétal,94854.0,106186.0,5.0,11337.0,0.0
Inde,100,2013,Lait - Excl Beurre,2848,animal,133443.0,135600.0,18.0,2175.0,0.0
Indonésie,101,2012,Blé,2511,végétal,6765.0,,6968.0,203.0,0.0
Indonésie,101,2012,Orge,2513,végétal,59.0,,65.0,0.0,-6.0
Indonésie,101,2012,Maïs,2514,végétal,19776.0,19387.0,1793.0,105.0,-1300.0
Indonésie,101,2012,Seigle,2515,végétal,0.0,,0.0,0.0,0.0
Indonésie,101,2012,Avoine,2516,végétal,9.0,,9.0,0.0,
Indonésie,101,2012,Millet,2517,végétal,16.0,,16.0,0.0,
Indonésie,101,2012,Sorgho,2518,végétal,8.0,,8.0,0.0,0.0
Indonésie,101,2012,"Céréales, Autres",2520,végétal,7.0,,8.0,1.0,0.0
Indonésie,101,2012,Pommes de Terre,2531,végétal,1385.0,1094.0,304.0,14.0,0.0
Indonésie,101,2012,Manioc,2532,végétal,27815.0,24177.0,3853.0,216.0,0.0
Indonésie,101,2012,Patates douces,2533,végétal,2474.0,2483.0,0.0,10.0,
Indonésie,101,2012,"Racines, Nda",2534,végétal,380.0,400.0,1.0,21.0,
Indonésie,101,2012,"Sucre, canne",2536,végétal,28700.0,28700.0,0.0,0.0,
Indonésie,101,2012,"Sucre, betterave",2537,végétal,0.0,,0.0,0.0,
Indonésie,101,2012,Sucre non centrifugé,2541,végétal,0.0,0.0,,,
Indonésie,101,2012,Sucre Eq Brut,2542,végétal,4023.0,1970.0,2861.0,32.0,-776.0
Indonésie,101,2012,Edulcorants Autres,2543,végétal,547.0,400.0,205.0,59.0,0.0
Indonésie,101,2012,Haricots,2546,végétal,311.0,284.0,67.0,41.0,
Indonésie,101,2012,Pois,2547,végétal,11.0,,11.0,0.0,
Indonésie,101,2012,Légumineuses Autres,2549,végétal,25.0,1.0,24.0,0.0,0.0
Indonésie,101,2012,Noix,2551,végétal,102.0,387.0,6.0,291.0,0.0
Indonésie,101,2012,Soja,2555,végétal,2763.0,843.0,1925.0,5.0,
Indonésie,101,2012,Arachides Decortiquees,2556,végétal,1068.0,876.0,200.0,7.0,0.0
Indonésie,101,2012,Graines de tournesol,2557,végétal,14.0,,14.0,0.0,
Indonésie,101,2012,Graines Colza/Moutarde,2558,végétal,1.0,,1.0,0.0,
Indonésie,101,2012,Graines de coton,2559,végétal,1.0,2.0,0.0,1.0,0.0
Indonésie,101,2012,Coco (Incl Coprah),2560,végétal,18835.0,19400.0,4.0,709.0,140.0
Indonésie,101,2012,Sésame,2561,végétal,13.0,,13.0,0.0,0.0
Indonésie,101,2012,Palmistes,2562,végétal,6560.0,6560.0,1.0,1.0,1.0
Indonésie,101,2012,Olives,2563,végétal,0.0,,0.0,,
Indonésie,101,2012,"Plantes Oleiferes, Autre",2570,végétal,192.0,350.0,9.0,168.0,0.0
Indonésie,101,2012,Huile de Soja,2571,végétal,433.0,411.0,22.0,0.0,
Indonésie,101,2012,Huile d'Arachide,2572,végétal,29.0,29.0,0.0,0.0,
Indonésie,101,2012,Huile de Tournesol,2573,végétal,9.0,6.0,4.0,0.0,0.0
Indonésie,101,2012,Huile de Colza&Moutarde,2574,végétal,4.0,,4.0,0.0,
Indonésie,101,2012,Huile Graines de Coton,2575,végétal,0.0,0.0,0.0,0.0,0.0
Indonésie,101,2012,Huile de Palmistes,2576,végétal,1459.0,2919.0,1.0,1460.0,
Indonésie,101,2012,Huile de Palme,2577,végétal,4616.0,26016.0,39.0,21439.0,0.0
Indonésie,101,2012,Huile de Coco,2578,végétal,205.0,927.0,9.0,820.0,89.0
Indonésie,101,2012,Huile de Sésame,2579,végétal,1.0,,1.0,0.0,0.0
Indonésie,101,2012,Huile d'Olive,2580,végétal,1.0,,1.0,0.0,0.0
Indonésie,101,2012,Huile de Son de Riz,2581,végétal,0.0,0.0,,,
Indonésie,101,2012,Huile de Germe de Maïs,2582,végétal,7.0,6.0,2.0,1.0,
Indonésie,101,2012,Huil Plantes Oleif Autr,2586,végétal,144.0,242.0,5.0,103.0,0.0
Indonésie,101,2012,Tomates,2601,végétal,927.0,893.0,35.0,0.0,0.0
Indonésie,101,2012,Oignons,2602,végétal,1023.0,964.0,58.0,0.0,
